Product Name,Price ,Price per quantity,Image URL,Image Path,Category,Subcategory,Availability,Product URL,Review Count,Weight,Brand
McVities Jamaica Ginger Cake ,£4.09,,https://www.britishcornershop.co.uk/img/large/CC0009.jpg,images/McVities Jamaica Ginger Cake .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/mcvities-jamaica-ginger-cake,23,200g,McVities
Thorntons Shortcake Bites 10 Pack ,£4.19,,https://www.britishcornershop.co.uk/img/large/SCY850.jpg,images/Thorntons Shortcake Bites 10 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/thorntons-shortcake-bites-10-pack,13,140g,Thorntons
McVities Hobnob Flapjack 5 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/QWOP641.jpg,images/McVities Hobnob Flapjack 5 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/mcvities-hobnob-flapjack-5-pack,,150g,McVities
Lovemore Gluten Free Chocolate Brownies ,£5.09,,https://www.britishcornershop.co.uk/img/large/LR0340.jpg,images/Lovemore Gluten Free Chocolate Brownies .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/lovemore-gluten-free-chocolate-brownies,1,180g,Lovemore
Bonne Maman Chocolate Madeleines ,£6.09,,https://www.britishcornershop.co.uk/img/large/TA1901514.jpg,images/Bonne Maman Chocolate Madeleines .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/bonne-maman-chocolate-madeleines,2,210g,Bonne Maman
Cadbury Swiss Chocolate Gateau ,£6.09,,https://www.britishcornershop.co.uk/img/large/ZXC1854.jpg,images/Cadbury Swiss Chocolate Gateau .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/cadbury-swiss-chocolate-gateau,7,300g,Cadbury
Mr Kipling Cherry Bakewells 6 Pack ,£3.69,,https://www.britishcornershop.co.uk/img/large/CC0026.jpg,images/Mr Kipling Cherry Bakewells 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-cherry-bakewells-6-pack,29,150g,Mr Kipling
McVities Digestives Slices 5pk ,£2.89,,https://www.britishcornershop.co.uk/img/large/SAKL072.jpg,images/McVities Digestives Slices 5pk .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/mcvities-digestives-slices-5pk,2,115g,McVities
Cadbury Triple Choc Roll ,£5.39,,https://www.britishcornershop.co.uk/img/large/SCY822.jpg,images/Cadbury Triple Choc Roll .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/cadbury-triple-choc-roll,2,250g,Cadbury
Mr Kipling Manor House Cake ,£5.99,,https://www.britishcornershop.co.uk/img/large/CC0013.jpg,images/Mr Kipling Manor House Cake .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/mr-kipling-manor-house-cake,4,400g,Mr Kipling
Cadbury Chocolate Chip Brownie 6 Pack ,£3.99,,https://www.britishcornershop.co.uk/img/large/CHL358.jpg,images/Cadbury Chocolate Chip Brownie 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/cadbury-chocolate-chip-brownie-6-pack,3,150g,Cadbury
Mr Kipling Bakewell Slices 6 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/CC0021.jpg,images/Mr Kipling Bakewell Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-bakewell-slices-6-pack,3,150g,Mr Kipling
Mr Kipling Angel Slices 6 Pack ,£3.49,,https://www.britishcornershop.co.uk/img/large/CC0020.jpg,images/Mr Kipling Angel Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-angel-slices-6-pack,5,100g,Mr Kipling
Mr Kipling Battenberg Cake ,£4.39,,https://www.britishcornershop.co.uk/img/large/SGN3092.jpg,images/Mr Kipling Battenberg Cake .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-family-battenberg-cake,12,225g,Mr Kipling
Bonne Maman La Madeleine ,£5.19,,https://www.britishcornershop.co.uk/img/large/TA2155573.jpg,images/Bonne Maman La Madeleine .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,Yes,https://www.britishcornershop.co.uk/bonne-maman-la-madeleine,2,175g,Bonne Maman
Mr Kipling Bramley Apple Pies 6 Pack ,£4.19,,https://www.britishcornershop.co.uk/img/large/SGN0284.jpg,images/Mr Kipling Bramley Apple Pies 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-bramley-apple-pies-6-pack,10,200g,Mr Kipling
Mr Kipling Lemon Layer Slices 6 Pack ,£3.69,,https://www.britishcornershop.co.uk/img/large/CC0023.jpg,images/Mr Kipling Lemon Layer Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-lemon-layer-slices-6-pack,8,125g,Mr Kipling
Cadburys Raspberry Mini Rolls 10 Pack ,£7.09,,https://www.britishcornershop.co.uk/img/large/CHL087.jpg,images/Cadburys Raspberry Mini Rolls 10 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/cadburys-raspberry-mini-rolls-10-pack,2,420g,Cadbury
Cadburys Chocolate Mini Rolls 10 Pack ,£7.29,,https://www.britishcornershop.co.uk/img/large/CC0057.jpg,images/Cadburys Chocolate Mini Rolls 10 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/cadburys-chocolate-mini-rolls,18,420g,Cadbury
Cadbury Milk Chocolate Cake Bars 5 Pack ,£3.49,,https://www.britishcornershop.co.uk/img/large/CC0052.jpg,images/Cadbury Milk Chocolate Cake Bars 5 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/cadbury-milk-chocolate-cake-bars-5-pack,,150g,Cadbury
Mr Kipling French Fancies 8 Pack ,£3.99,,https://www.britishcornershop.co.uk/img/large/CC0015.jpg,images/Mr Kipling French Fancies 8 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-french-fancies-8-pack,18,150g,Mr Kipling
Mr Kipling Country Slices 6 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/CC0022.jpg,images/Mr Kipling Country Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-country-slices-6-pack,3,150g,Mr Kipling
Mr Kipling Treacle Tart ,£6.19,,https://www.britishcornershop.co.uk/img/large/QWOP647.jpg,images/Mr Kipling Treacle Tart .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-treacle-tart,6,400g,Mr Kipling
Mr Kipling Mini Battenberg Cakes ,£3.89,,https://www.britishcornershop.co.uk/img/large/CC0008.jpg,images/Mr Kipling Mini Battenberg Cakes .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-mini-battenberg-cakes,10,150g,Mr Kipling
McVities Digestive Caramel Slice 5 Pack ,£3.29,,https://www.britishcornershop.co.uk/img/large/ZXC1122.jpg,images/McVities Digestive Caramel Slice 5 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mcvities-digestive-caramel-slice-5-pack,,133g,McVities
Mr Kipling Fruit Pie Selection 6 Pack ,£4.19,,https://www.britishcornershop.co.uk/img/large/CC0064.jpg,images/Mr Kipling Fruit Pie Selection 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-fruit-pie-selection-6-pack,2,200g,Mr Kipling
Mr Kipling Victoria Slices 6 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/CC0063.jpg,images/Mr Kipling Victoria Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-victoria-slices-6-pack,4,150g,Mr Kipling
Mr Kipling Apple and Blackcurrant Pies 6 Pack ,£4.19,,https://www.britishcornershop.co.uk/img/large/CLEN547.jpg,images/Mr Kipling Apple and Blackcurrant Pies 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-apple-and-blackcurrant-pies-6-pack,7,150g,Mr Kipling
Lovemore Gluten Free Lemon Cake Slices ,£5.09,,https://www.britishcornershop.co.uk/img/large/LR0330.jpg,images/Lovemore Gluten Free Lemon Cake Slices .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/lovemore-gluten-free-lemon-cake-slices,3,180g,Lovemore
Mr Kipling Almond Slices 6 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/SGN3087.jpg,images/Mr Kipling Almond Slices 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-almond-slices-6-pack,4,150g,Mr Kipling
McVities Galaxy Cake Bars 5 Pack ,£3.99,,https://www.britishcornershop.co.uk/img/large/CC0053.jpg,images/McVities Galaxy Cake Bars 5 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mcvities-galaxy-cake-bars-5-pack,2,150g,McVities
Mr Kipling Jam Tarts 6 Pack ,£3.89,,https://www.britishcornershop.co.uk/img/large/CC0027.jpg,images/Mr Kipling Jam Tarts 6 Pack .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-jam-tarts-6-pack,10,150g,Mr Kipling
Mr Kipling Bakewell Tart ,£5.19,,https://www.britishcornershop.co.uk/img/large/QWOP646.jpg,images/Mr Kipling Bakewell Tart .jpg,Bakery - Cakes and Cake Bars,Shop > Bakery > Cakes and Cake Bars,No,https://www.britishcornershop.co.uk/mr-kipling-bakewell-tart,5,280g,Mr Kipling
